opportunity_id,title,description,organization,type,domains,territories,eligibility,funding,deadline,status,official_url,source_id,published_at,updated_at,first_seen_at,last_seen_at,confidence
candidate-1e3d96cb8ac724bc,Standard Action Projects (SAPs) for nature and biodiversity – Governance and Information,Standard Action Projects (SAPs) for nature and biodiversity – Governance and Information,European Commission / CINEA,grant,"[""biodiversity"", ""circular_economy"", ""climate"", ""energy"", ""innovation"", ""nature""]","[""Europe""]",[],"{""amount"": 600.0, ""currency"": ""EUR"", ""raw"": ""€600""}",,CANDIDATE,https://cinea.ec.europa.eu/funding-opportunities/calls-proposals/standard-action-projects-saps-nature-and-biodiversity-governance-and-information-0_en,cinea-life,,2026-08-26T01:47:36Z,2026-08-26T00:12:06Z,2026-08-26T01:47:36Z,0.55
candidate-6b2358cbc57aea0d,2020 calls for project proposals,Candidate observed on an official source page; detail verification pending.,European Commission / CINEA,opportunity_candidate,"[""climate"", ""nature"", ""biodiversity"", ""energy"", ""circular_economy""]",[],[],{},,CANDIDATE,https://cinea.ec.europa.eu/programmes/life/life-calls-proposals/2020-life-calls-proposals_en,cinea-life,,2026-08-26T01:47:36Z,2026-08-26T00:12:06Z,2026-08-26T01:47:36Z,0.55
candidate-78ee7d7acac53dde,PDA: Project Development Assistance for sustainable energy investments,Candidate observed on an official source page; detail verification pending.,European Commission / CINEA,opportunity_candidate,"[""climate"", ""nature"", ""biodiversity"", ""energy"", ""circular_economy""]",[],[],{},,CANDIDATE,https://can01.safelinks.protection.outlook.com/?url=https%3A%2F%2Fcinea.ec.europa.eu%2Ffunding-opportunities%2Fcalls-proposals%2Fproject-development-assistance-sustainable-energy-investments-1_en&data=05%7C02%7CMaria.Ramirez%40stantec.com%7C7937e05a74a54cf3d32a08de9fb26f1d%7C413c6f2c219a469297d3f2b4d80281e7%7C0%7C0%7C639123785905809470%7CUnknown%7CTWFpbGZsb3d8eyJFbXB0eU1hcGkiOnRydWUsIlYiOiIwLjAuMDAwMCIsIlAiOiJXaW4zMiIsIkFOIjoiTWFpbCIsIldUIjoyfQ%3D%3D%7C0%7C%7C%7C&sdata=Va7jsd0uXzTDS7%2B32MEtIsbuTBmRydqK7kUUzPVEOEM%3D&reserved=0,cinea-life,,2026-08-26T01:47:36Z,2026-08-26T00:12:06Z,2026-08-26T01:47:36Z,0.55
candidate-60952462588311ef,Strategic Integrated Projects – SIP CLIMA,Candidate observed on an official source page; detail verification pending.,European Commission / CINEA,opportunity_candidate,"[""climate"", ""nature"", ""biodiversity"", ""energy"", ""circular_economy""]",[],[],{},,CANDIDATE,https://can01.safelinks.protection.outlook.com/?url=https%3A%2F%2Fcinea.ec.europa.eu%2Ffunding-opportunities%2Fcalls-proposals%2Fstrategic-nature-and-integrated-projects-sip-clima-1_en&data=05%7C02%7CMaria.Ramirez%40stantec.com%7C7937e05a74a54cf3d32a08de9fb26f1d%7C413c6f2c219a469297d3f2b4d80281e7%7C0%7C0%7C639123785905505208%7CUnknown%7CTWFpbGZsb3d8eyJFbXB0eU1hcGkiOnRydWUsIlYiOiIwLjAuMDAwMCIsIlAiOiJXaW4zMiIsIkFOIjoiTWFpbCIsIldUIjoyfQ%3D%3D%7C0%7C%7C%7C&sdata=i1RS7FJ0lizDxfVjuZYfft%2FrfR7bDRnD8kNZDYj9fHw%3D&reserved=0,cinea-life,,2026-08-26T01:47:36Z,2026-08-26T00:12:06Z,2026-08-26T01:47:36Z,0.55
candidate-e9904ab29625fa3c,Strategic Integrated Projects – SIP Environment,Candidate observed on an official source page; detail verification pending.,European Commission / CINEA,opportunity_candidate,"[""climate"", ""nature"", ""biodiversity"", ""energy"", ""circular_economy""]",[],[],{},,CANDIDATE,https://can01.safelinks.protection.outlook.com/?url=https%3A%2F%2Fcinea.ec.europa.eu%2Ffunding-opportunities%2Fcalls-proposals%2Fstrategic-nature-and-integrated-projects-sip-environment-1_en&data=05%7C02%7CMaria.Ramirez%40stantec.com%7C7937e05a74a54cf3d32a08de9fb26f1d%7C413c6f2c219a469297d3f2b4d80281e7%7C0%7C0%7C639123785905482241%7CUnknown%7CTWFpbGZsb3d8eyJFbXB0eU1hcGkiOnRydWUsIlYiOiIwLjAuMDAwMCIsIlAiOiJXaW4zMiIsIkFOIjoiTWFpbCIsIldUIjoyfQ%3D%3D%7C0%7C%7C%7C&sdata=ZtV6RF9YLxA%2FwwAZMzJkur1AoVl8%2BeLExWrb2NgKftQ%3D&reserved=0,cinea-life,,2026-08-26T01:47:36Z,2026-08-26T00:12:06Z,2026-08-26T01:47:36Z,0.55
candidate-71b0fa4b9a97bdc9,Strategic Nature Projects (SNaP),Candidate observed on an official source page; detail verification pending.,European Commission / CINEA,opportunity_candidate,"[""climate"", ""nature"", ""biodiversity"", ""energy"", ""circular_economy""]",[],[],{},,CANDIDATE,https://can01.safelinks.protection.outlook.com/?url=https%3A%2F%2Fcinea.ec.europa.eu%2Ffunding-opportunities%2Fcalls-proposals%2Fstrategic-nature-projects-snap-1_en&data=05%7C02%7CMaria.Ramirez%40stantec.com%7C7937e05a74a54cf3d32a08de9fb26f1d%7C413c6f2c219a469297d3f2b4d80281e7%7C0%7C0%7C639123785905459907%7CUnknown%7CTWFpbGZsb3d8eyJFbXB0eU1hcGkiOnRydWUsIlYiOiIwLjAuMDAwMCIsIlAiOiJXaW4zMiIsIkFOIjoiTWFpbCIsIldUIjoyfQ%3D%3D%7C0%7C%7C%7C&sdata=%2Bw47BGSS09I4ewGiQ35OheGRn1l2rxUgSpl%2BG71%2FGOE%3D&reserved=0,cinea-life,,2026-08-26T01:47:36Z,2026-08-26T00:12:06Z,2026-08-26T01:47:36Z,0.55
candidate-92a99a9e67ae5f34,Technical Assistance for the preparation of SIPs - Climate,Candidate observed on an official source page; detail verification pending.,European Commission / CINEA,opportunity_candidate,"[""climate"", ""nature"", ""biodiversity"", ""energy"", ""circular_economy""]",[],[],{},,CANDIDATE,https://can01.safelinks.protection.outlook.com/?url=https%3A%2F%2Fcinea.ec.europa.eu%2Ffunding-opportunities%2Fcalls-proposals%2Ftechnical-assistance-preparation-sips-climate-0_en&data=05%7C02%7CMaria.Ramirez%40stantec.com%7C7937e05a74a54cf3d32a08de9fb26f1d%7C413c6f2c219a469297d3f2b4d80281e7%7C0%7C0%7C639123785905383714%7CUnknown%7CTWFpbGZsb3d8eyJFbXB0eU1hcGkiOnRydWUsIlYiOiIwLjAuMDAwMCIsIlAiOiJXaW4zMiIsIkFOIjoiTWFpbCIsIldUIjoyfQ%3D%3D%7C0%7C%7C%7C&sdata=XYXGz88I9J4H3P0UNpC89JKZ3JWnzF4FqjaNDrvtc7M%3D&reserved=0,cinea-life,,2026-08-26T01:47:36Z,2026-08-26T00:12:06Z,2026-08-26T01:47:36Z,0.55
candidate-a94a74a559d49878,2023 calls for proposals,Candidate observed on an official source page; detail verification pending.,European Commission / CINEA,opportunity_candidate,"[""climate"", ""nature"", ""biodiversity"", ""energy"", ""circular_economy""]",[],[],{},,CANDIDATE,https://cinea.ec.europa.eu/programmes/life/life-calls-proposals-2023_en,cinea-life,,2026-08-26T01:47:36Z,2026-08-26T00:12:06Z,2026-08-26T01:47:36Z,0.55
candidate-d788b0b970b26a04,BETTERRENO: Energy renovation solutions – Boosting building renovation through effective markets and instruments,Candidate observed on an official source page; detail verification pending.,European Commission / CINEA,opportunity_candidate,"[""climate"", ""nature"", ""biodiversity"", ""energy"", ""circular_economy""]",[],[],{},,CANDIDATE,https://can01.safelinks.protection.outlook.com/?url=https%3A%2F%2Fcinea.ec.europa.eu%2Ffunding-opportunities%2Fcalls-proposals%2Fenergy-renovation-solutions-boosting-building-renovation-through-effective-markets-and-instruments_en&data=05%7C02%7CMaria.Ramirez%40stantec.com%7C7937e05a74a54cf3d32a08de9fb26f1d%7C413c6f2c219a469297d3f2b4d80281e7%7C0%7C0%7C639123785905651007%7CUnknown%7CTWFpbGZsb3d8eyJFbXB0eU1hcGkiOnRydWUsIlYiOiIwLjAuMDAwMCIsIlAiOiJXaW4zMiIsIkFOIjoiTWFpbCIsIldUIjoyfQ%3D%3D%7C0%7C%7C%7C&sdata=dk6z2raS1IIpjk8wDT2TDbmUyrb48X66OD%2BL65u9I0s%3D&reserved=0,cinea-life,,2026-08-26T01:47:36Z,2026-08-26T00:12:06Z,2026-08-26T01:47:36Z,0.55
candidate-92c07a3b0d24bcc0,BUILD UP Skills: National Platforms on energy efficiency skills for the clean energy transition,Candidate observed on an official source page; detail verification pending.,European Commission / CINEA,opportunity_candidate,"[""climate"", ""nature"", ""biodiversity"", ""energy"", ""circular_economy""]",[],[],{},,CANDIDATE,https://can01.safelinks.protection.outlook.com/?url=https%3A%2F%2Fcinea.ec.europa.eu%2Ffunding-opportunities%2Fcalls-proposals%2Fbuild-skills-national-platforms-energy-efficiency-skills-clean-energy-transition_en&data=05%7C02%7CMaria.Ramirez%40stantec.com%7C7937e05a74a54cf3d32a08de9fb26f1d%7C413c6f2c219a469297d3f2b4d80281e7%7C0%7C0%7C639123785905709646%7CUnknown%7CTWFpbGZsb3d8eyJFbXB0eU1hcGkiOnRydWUsIlYiOiIwLjAuMDAwMCIsIlAiOiJXaW4zMiIsIkFOIjoiTWFpbCIsIldUIjoyfQ%3D%3D%7C0%7C%7C%7C&sdata=Hsp9FesXMmSRu8T%2FFJ%2FlsmXqKeZ4Nt8U1aoKfA4iwNY%3D&reserved=0,cinea-life,,2026-08-26T01:47:36Z,2026-08-26T00:12:06Z,2026-08-26T01:47:36Z,0.55
candidate-3afd9a2b34160b84,DIGITAL: Supporting digitalisation of Distribution System Operators for a smart energy transition,Candidate observed on an official source page; detail verification pending.,European Commission / CINEA,opportunity_candidate,"[""climate"", ""nature"", ""biodiversity"", ""energy"", ""circular_economy""]",[],[],{},,CANDIDATE,https://can01.safelinks.protection.outlook.com/?url=https%3A%2F%2Fcinea.ec.europa.eu%2Ffunding-opportunities%2Fcalls-proposals%2Fsupporting-digitalisation-distribution-system-operators-smart-energy-transition_en&data=05%7C02%7CMaria.Ramirez%40stantec.com%7C7937e05a74a54cf3d32a08de9fb26f1d%7C413c6f2c219a469297d3f2b4d80281e7%7C0%7C0%7C639123785905737418%7CUnknown%7CTWFpbGZsb3d8eyJFbXB0eU1hcGkiOnRydWUsIlYiOiIwLjAuMDAwMCIsIlAiOiJXaW4zMiIsIkFOIjoiTWFpbCIsIldUIjoyfQ%3D%3D%7C0%7C%7C%7C&sdata=OJh3yKbTVr2%2BR5aV%2FNmc9BqvtCgov1WjcYaMD6%2FEDk4%3D&reserved=0,cinea-life,,2026-08-26T01:47:36Z,2026-08-26T00:12:06Z,2026-08-26T01:47:36Z,0.55
candidate-b1137b7f9ff7d895,EMPOWER: Scaling up smart and clean energy solutions for affordability in EU cities,Candidate observed on an official source page; detail verification pending.,European Commission / CINEA,opportunity_candidate,"[""climate"", ""nature"", ""biodiversity"", ""energy"", ""circular_economy""]",[],[],{},,CANDIDATE,https://can01.safelinks.protection.outlook.com/?url=https%3A%2F%2Fcinea.ec.europa.eu%2Ffunding-opportunities%2Fcalls-proposals%2Fscaling-smart-and-clean-energy-solutions-affordability-eu-cities_en&data=05%7C02%7CMaria.Ramirez%40stantec.com%7C7937e05a74a54cf3d32a08de9fb26f1d%7C413c6f2c219a469297d3f2b4d80281e7%7C0%7C0%7C639123785905884457%7CUnknown%7CTWFpbGZsb3d8eyJFbXB0eU1hcGkiOnRydWUsIlYiOiIwLjAuMDAwMCIsIlAiOiJXaW4zMiIsIkFOIjoiTWFpbCIsIldUIjoyfQ%3D%3D%7C0%7C%7C%7C&sdata=fHIO7cujQLKLElFcTha4l9vw2QWoa6RaRoqEi5b8rs0%3D&reserved=0,cinea-life,,2026-08-26T01:47:36Z,2026-08-26T00:12:06Z,2026-08-26T01:47:36Z,0.55
candidate-433d218a4a252eb3,ENERCOM: Facilitating cooperation among energy communities,Candidate observed on an official source page; detail verification pending.,European Commission / CINEA,opportunity_candidate,"[""climate"", ""nature"", ""biodiversity"", ""energy"", ""circular_economy""]",[],[],{},,CANDIDATE,https://can01.safelinks.protection.outlook.com/?url=https%3A%2F%2Fcinea.ec.europa.eu%2Ffunding-opportunities%2Fcalls-proposals%2Ffacilitating-cooperation-among-energy-communities_en&data=05%7C02%7CMaria.Ramirez%40stantec.com%7C7937e05a74a54cf3d32a08de9fb26f1d%7C413c6f2c219a469297d3f2b4d80281e7%7C0%7C0%7C639123785905863751%7CUnknown%7CTWFpbGZsb3d8eyJFbXB0eU1hcGkiOnRydWUsIlYiOiIwLjAuMDAwMCIsIlAiOiJXaW4zMiIsIkFOIjoiTWFpbCIsIldUIjoyfQ%3D%3D%7C0%7C%7C%7C&sdata=SiZcPmNitizaeB2s%2BXWtpC3KTCdoNs2q1I%2Fu5BKhk3M%3D&reserved=0,cinea-life,,2026-08-26T01:47:36Z,2026-08-26T00:12:06Z,2026-08-26T01:47:36Z,0.55
candidate-33415a1fb6a559a6,ENERPOV: Alleviating household energy poverty in Europe,Candidate observed on an official source page; detail verification pending.,European Commission / CINEA,opportunity_candidate,"[""climate"", ""nature"", ""biodiversity"", ""energy"", ""circular_economy""]",[],[],{},,CANDIDATE,https://can01.safelinks.protection.outlook.com/?url=https%3A%2F%2Fcinea.ec.europa.eu%2Ffunding-opportunities%2Fcalls-proposals%2Falleviating-household-energy-poverty-europe-1_en&data=05%7C02%7CMaria.Ramirez%40stantec.com%7C7937e05a74a54cf3d32a08de9fb26f1d%7C413c6f2c219a469297d3f2b4d80281e7%7C0%7C0%7C639123785905836175%7CUnknown%7CTWFpbGZsb3d8eyJFbXB0eU1hcGkiOnRydWUsIlYiOiIwLjAuMDAwMCIsIlAiOiJXaW4zMiIsIkFOIjoiTWFpbCIsIldUIjoyfQ%3D%3D%7C0%7C%7C%7C&sdata=O%2FKMgwJn3%2FxRuk1nFQbG%2BlmHAjm7gYet7NIdXojqN38%3D&reserved=0,cinea-life,,2026-08-26T01:47:36Z,2026-08-26T00:12:06Z,2026-08-26T01:47:36Z,0.55
candidate-55d56d0ce120ba69,Ecodesign and energy labelling compliance support facility for suppliers and retailers,Candidate observed on an official source page; detail verification pending.,European Commission / CINEA,opportunity_candidate,"[""climate"", ""nature"", ""biodiversity"", ""energy"", ""circular_economy""]",[],[],{},,CANDIDATE,https://can01.safelinks.protection.outlook.com/?url=https%3A%2F%2Fcinea.ec.europa.eu%2Ffunding-opportunities%2Fcalls-proposals%2Fecodesign-and-energy-labelling-compliance-support-facility-suppliers-and-retailers_en&data=05%7C02%7CMaria.Ramirez%40stantec.com%7C7937e05a74a54cf3d32a08de9fb26f1d%7C413c6f2c219a469297d3f2b4d80281e7%7C0%7C0%7C639123785905421641%7CUnknown%7CTWFpbGZsb3d8eyJFbXB0eU1hcGkiOnRydWUsIlYiOiIwLjAuMDAwMCIsIlAiOiJXaW4zMiIsIkFOIjoiTWFpbCIsIldUIjoyfQ%3D%3D%7C0%7C%7C%7C&sdata=ldDXcMw3ZaDr0kdCecTY16tFXZ8b2GESH63aFSraJv8%3D&reserved=0,cinea-life,,2026-08-26T01:47:36Z,2026-08-26T00:12:06Z,2026-08-26T01:47:36Z,0.55
candidate-af21e9a81c5fdf61,Funding & Tenders Portal,Candidate observed on an official source page; detail verification pending.,European Commission / CINEA,opportunity_candidate,"[""climate"", ""nature"", ""biodiversity"", ""energy"", ""circular_economy""]",[],[],{},,CANDIDATE,https://can01.safelinks.protection.outlook.com/?url=https%3A%2F%2Fec.europa.eu%2Finfo%2Ffunding-tenders%2Fopportunities%2Fportal%2Fscreen%2Fopportunities%2Fcalls-for-proposals%3Fstatus%3D31094503%2C31094501%2C31094502%26frameworkProgramme%3D43252405%26order%3DDESC%26pageNumber%3D1%26pageSize%3D50%26sortBy%3DstartDate&data=05%7C02%7CMaria.Ramirez%40stantec.com%7C739f3bc8e90b4310891808deb00c4312%7C413c6f2c219a469297d3f2b4d80281e7%7C0%7C0%7C639141763902088964%7CUnknown%7CTWFpbGZsb3d8eyJFbXB0eU1hcGkiOnRydWUsIlYiOiIwLjAuMDAwMCIsIlAiOiJXaW4zMiIsIkFOIjoiTWFpbCIsIldUIjoyfQ%3D%3D%7C0%7C%7C%7C&sdata=IpRvc%2FTAF%2Fb05yVkj05u%2BgEg2L9eVM6Hggh46NWb3i8%3D&reserved=0,cinea-life,,2026-08-26T01:47:36Z,2026-08-26T00:12:06Z,2026-08-26T01:47:36Z,0.55
candidate-f02d625a6de51ca4,INDUSTRY: Supporting the clean energy transition of European industry and businesses,Candidate observed on an official source page; detail verification pending.,European Commission / CINEA,opportunity_candidate,"[""climate"", ""nature"", ""biodiversity"", ""energy"", ""circular_economy""]",[],[],{},,CANDIDATE,https://can01.safelinks.protection.outlook.com/?url=https%3A%2F%2Fcinea.ec.europa.eu%2Ffunding-opportunities%2Fcalls-proposals%2Fsupporting-clean-energy-transition-european-industry-and-businesses-0_en&data=05%7C02%7CMaria.Ramirez%40stantec.com%7C7937e05a74a54cf3d32a08de9fb26f1d%7C413c6f2c219a469297d3f2b4d80281e7%7C0%7C0%7C639123785905680820%7CUnknown%7CTWFpbGZsb3d8eyJFbXB0eU1hcGkiOnRydWUsIlYiOiIwLjAuMDAwMCIsIlAiOiJXaW4zMiIsIkFOIjoiTWFpbCIsIldUIjoyfQ%3D%3D%7C0%7C%7C%7C&sdata=w5JekUDl18guOL1PGRFLb9ckrEgTVDQp5yu71R7m0FQ%3D&reserved=0,cinea-life,,2026-08-26T01:47:36Z,2026-08-26T00:12:06Z,2026-08-26T01:47:36Z,0.55
candidate-5ce3b67f1f2791d4,LIFE Calls for proposals 2025,Candidate observed on an official source page; detail verification pending.,European Commission / CINEA,opportunity_candidate,"[""climate"", ""nature"", ""biodiversity"", ""energy"", ""circular_economy""]",[],[],{},,CANDIDATE,https://cinea.ec.europa.eu/life-calls-proposals-2025_en,cinea-life,,2026-08-26T01:47:36Z,2026-08-26T00:12:06Z,2026-08-26T01:47:36Z,0.55
candidate-846f953b8c4b4eab,NGO Call for proposals on European Green Deal,Candidate observed on an official source page; detail verification pending.,European Commission / CINEA,opportunity_candidate,"[""climate"", ""nature"", ""biodiversity"", ""energy"", ""circular_economy""]",[],[],{},,CANDIDATE,https://cinea.ec.europa.eu/programmes/life/life-calls-proposals/life-2020-call-proposals-ngos-european-green-deal-ngo4gd_en,cinea-life,,2026-08-26T01:47:36Z,2026-08-26T00:12:06Z,2026-08-26T01:47:36Z,0.55
candidate-058dd2878f6d3ba5,One-Stop-Shops: Integrated services for clean energy transition in private buildings,Candidate observed on an official source page; detail verification pending.,European Commission / CINEA,opportunity_candidate,"[""climate"", ""nature"", ""biodiversity"", ""energy"", ""circular_economy""]",[],[],{},,CANDIDATE,https://can01.safelinks.protection.outlook.com/?url=https%3A%2F%2Fcinea.ec.europa.eu%2Ffunding-opportunities%2Fcalls-proposals%2Fone-stop-shops-integrated-services-clean-energy-transition-private-buildings_en&data=05%7C02%7CMaria.Ramirez%40stantec.com%7C7937e05a74a54cf3d32a08de9fb26f1d%7C413c6f2c219a469297d3f2b4d80281e7%7C0%7C0%7C639123785905782036%7CUnknown%7CTWFpbGZsb3d8eyJFbXB0eU1hcGkiOnRydWUsIlYiOiIwLjAuMDAwMCIsIlAiOiJXaW4zMiIsIkFOIjoiTWFpbCIsIldUIjoyfQ%3D%3D%7C0%7C%7C%7C&sdata=OtZRHB2imDNuvv5j9FKmhj4q8wJxfBo%2BFmhkgaA51Gk%3D&reserved=0,cinea-life,,2026-08-26T01:47:36Z,2026-08-26T00:12:06Z,2026-08-26T01:47:36Z,0.55
candidate-693a719fec988ff1,POLICY: Towards an effective implementation of key legislation in the field of sustainable energy,Candidate observed on an official source page; detail verification pending.,European Commission / CINEA,opportunity_candidate,"[""climate"", ""nature"", ""biodiversity"", ""energy"", ""circular_economy""]",[],[],{},,CANDIDATE,https://can01.safelinks.protection.outlook.com/?url=https%3A%2F%2Fcinea.ec.europa.eu%2Ffunding-opportunities%2Fcalls-proposals%2Ftowards-effective-implementation-key-legislation-field-sustainable-energy-1_en&data=05%7C02%7CMaria.Ramirez%40stantec.com%7C7937e05a74a54cf3d32a08de9fb26f1d%7C413c6f2c219a469297d3f2b4d80281e7%7C0%7C0%7C639123785905603231%7CUnknown%7CTWFpbGZsb3d8eyJFbXB0eU1hcGkiOnRydWUsIlYiOiIwLjAuMDAwMCIsIlAiOiJXaW4zMiIsIkFOIjoiTWFpbCIsIldUIjoyfQ%3D%3D%7C0%7C%7C%7C&sdata=1ZrS0BdqT74QquQQ7DjsB28WSdfZKj5sbcfAYfsxgho%3D&reserved=0,cinea-life,,2026-08-26T01:47:36Z,2026-08-26T00:12:06Z,2026-08-26T01:47:36Z,0.55
candidate-2653791e052097c9,Specific Operating Grant Agreements (SGA OG) to Non-Governmental Organisations,Candidate observed on an official source page; detail verification pending.,European Commission / CINEA,opportunity_candidate,"[""climate"", ""nature"", ""biodiversity"", ""energy"", ""circular_economy""]",[],[],{},,CANDIDATE,https://cinea.ec.europa.eu/funding-opportunities/calls-proposals/specific-operating-grant-agreements-sga-og-non-governmental-organisations_en,cinea-life,,2026-08-26T01:47:36Z,2026-08-26T00:12:06Z,2026-08-26T01:47:36Z,0.55
candidate-dfae0b3ac4f090f9,Standard Action Projects (SAPs) for Circular Economy and Zero Pollution - Environment,Candidate observed on an official source page; detail verification pending.,European Commission / CINEA,opportunity_candidate,"[""climate"", ""nature"", ""biodiversity"", ""energy"", ""circular_economy""]",[],[],{},,CANDIDATE,https://cinea.ec.europa.eu/funding-opportunities/calls-proposals/standard-action-projects-saps-circular-economy-and-zero-pollution-environment-0_en,cinea-life,,2026-08-26T01:47:36Z,2026-08-26T00:12:06Z,2026-08-26T01:47:36Z,0.55
candidate-3f8fef7e69bf05b1,Standard Action Projects (SAPs) for Environmental Governance,Candidate observed on an official source page; detail verification pending.,European Commission / CINEA,opportunity_candidate,"[""climate"", ""nature"", ""biodiversity"", ""energy"", ""circular_economy""]",[],[],{},,CANDIDATE,https://can01.safelinks.protection.outlook.com/?url=https%3A%2F%2Fcinea.ec.europa.eu%2Ffunding-opportunities%2Fcalls-proposals%2Fstandard-action-projects-saps-environmental-governance-0_en&data=05%7C02%7CMaria.Ramirez%40stantec.com%7C7937e05a74a54cf3d32a08de9fb26f1d%7C413c6f2c219a469297d3f2b4d80281e7%7C0%7C0%7C639123785905276815%7CUnknown%7CTWFpbGZsb3d8eyJFbXB0eU1hcGkiOnRydWUsIlYiOiIwLjAuMDAwMCIsIlAiOiJXaW4zMiIsIkFOIjoiTWFpbCIsIldUIjoyfQ%3D%3D%7C0%7C%7C%7C&sdata=cUiEvpdqlG0sqamPZl0HsiTOLExX6ugOwg8gie0gDKQ%3D&reserved=0,cinea-life,,2026-08-26T01:47:36Z,2026-08-26T00:12:06Z,2026-08-26T01:47:36Z,0.55
candidate-912a5de23952ebf0,Calls for proposals,Candidate observed on an official source page; detail verification pending.,European Commission / CINEA,opportunity_candidate,"[""climate"", ""nature"", ""biodiversity"", ""energy"", ""circular_economy""]",[],[],{},,CANDIDATE,https://cinea.ec.europa.eu/funding-opportunities/calls-proposals_en,cinea-life,,2026-08-26T01:47:36Z,2026-08-26T00:12:06Z,2026-08-26T01:47:36Z,0.55
candidate-355f59266f505bd6,Framework Partnership Agreements (FPA OG),Candidate observed on an official source page; detail verification pending.,European Commission / CINEA,opportunity_candidate,"[""climate"", ""nature"", ""biodiversity"", ""energy"", ""circular_economy""]",[],[],{},,CANDIDATE,https://cinea.ec.europa.eu/funding-opportunities/calls-proposals/framework-partnership-agreements-fpa-og-0_en,cinea-life,,2026-08-26T01:47:36Z,2026-08-26T00:12:06Z,2026-08-26T01:47:36Z,0.55
candidate-1c82f889971239df,"HEATCOOLPLAN: Supporting the delivery of actionable, integrated, and comprehensive local heating and cooling plans",Candidate observed on an official source page; detail verification pending.,European Commission / CINEA,opportunity_candidate,"[""climate"", ""nature"", ""biodiversity"", ""energy"", ""circular_economy""]",[],[],{},,CANDIDATE,https://can01.safelinks.protection.outlook.com/?url=https%3A%2F%2Fcinea.ec.europa.eu%2Ffunding-opportunities%2Fcalls-proposals%2Fsupporting-delivery-actionable-integrated-and-comprehensive-local-heating-and-cooling-plans_en&data=05%7C02%7CMaria.Ramirez%40stantec.com%7C7937e05a74a54cf3d32a08de9fb26f1d%7C413c6f2c219a469297d3f2b4d80281e7%7C0%7C0%7C639123785905584363%7CUnknown%7CTWFpbGZsb3d8eyJFbXB0eU1hcGkiOnRydWUsIlYiOiIwLjAuMDAwMCIsIlAiOiJXaW4zMiIsIkFOIjoiTWFpbCIsIldUIjoyfQ%3D%3D%7C0%7C%7C%7C&sdata=4Aog88iekC21cIo5FwrryYt%2Fh5CrZZfZiOOTl%2B5xBlA%3D&reserved=0,cinea-life,,2026-08-26T01:47:36Z,2026-08-26T00:12:06Z,2026-08-26T01:47:36Z,0.55
candidate-80750435b8b9649c,Older 2018 and 2017 calls are available on the archived LIFE website,Candidate observed on an official source page; detail verification pending.,European Commission / CINEA,opportunity_candidate,"[""climate"", ""nature"", ""biodiversity"", ""energy"", ""circular_economy""]",[],[],{},,CANDIDATE,http://ec.europa.eu/environment/archives/life/funding/life2018/index.htm,cinea-life,,2026-08-26T01:47:36Z,2026-08-26T00:12:06Z,2026-08-26T01:47:36Z,0.55
candidate-42688bfff41eeca4,PRIVAFIN: Crowding in private finance,Candidate observed on an official source page; detail verification pending.,European Commission / CINEA,opportunity_candidate,"[""climate"", ""nature"", ""biodiversity"", ""energy"", ""circular_economy""]",[],[],{},,CANDIDATE,https://can01.safelinks.protection.outlook.com/?url=https%3A%2F%2Fcinea.ec.europa.eu%2Ffunding-opportunities%2Fcalls-proposals%2Fcrowding-private-finance-1_en&data=05%7C02%7CMaria.Ramirez%40stantec.com%7C7937e05a74a54cf3d32a08de9fb26f1d%7C413c6f2c219a469297d3f2b4d80281e7%7C0%7C0%7C639123785905762180%7CUnknown%7CTWFpbGZsb3d8eyJFbXB0eU1hcGkiOnRydWUsIlYiOiIwLjAuMDAwMCIsIlAiOiJXaW4zMiIsIkFOIjoiTWFpbCIsIldUIjoyfQ%3D%3D%7C0%7C%7C%7C&sdata=OPL7Em7d8rsNIlrrnJNPUOqtuNqKDoZPnc79UrC4Pc8%3D&reserved=0,cinea-life,,2026-08-26T01:47:36Z,2026-08-26T00:12:06Z,2026-08-26T01:47:36Z,0.55
candidate-428ae89fc5ee62ef,RENEWHC: Strengthening national frameworks for renewable and efficient heating and cooling in existing buildings,Candidate observed on an official source page; detail verification pending.,European Commission / CINEA,opportunity_candidate,"[""climate"", ""nature"", ""biodiversity"", ""energy"", ""circular_economy""]",[],[],{},,CANDIDATE,https://can01.safelinks.protection.outlook.com/?url=https%3A%2F%2Fcinea.ec.europa.eu%2Ffunding-opportunities%2Fcalls-proposals%2Fstrengthening-national-frameworks-renewable-and-efficient-heating-and-cooling-existing-buildings_en&data=05%7C02%7CMaria.Ramirez%40stantec.com%7C7937e05a74a54cf3d32a08de9fb26f1d%7C413c6f2c219a469297d3f2b4d80281e7%7C0%7C0%7C639123785905622013%7CUnknown%7CTWFpbGZsb3d8eyJFbXB0eU1hcGkiOnRydWUsIlYiOiIwLjAuMDAwMCIsIlAiOiJXaW4zMiIsIkFOIjoiTWFpbCIsIldUIjoyfQ%3D%3D%7C0%7C%7C%7C&sdata=8pvZpv8tN5W3muwcZs8QvHXh2hV55UzwaHJgiv5l%2B84%3D&reserved=0,cinea-life,,2026-08-26T01:47:36Z,2026-08-26T00:12:06Z,2026-08-26T01:47:36Z,0.55
